Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-06-08,123.42,124.52,123.19,123.78,1826505.0,0.0,1.0,117.21531592580045,118.2600157112354,116.99687869793678,117.55721767376099,1826505.0
2017-06-07,123.87,124.11,123.24,123.5,1138891.0,0.72,1.0,117.64269311075113,117.87062760939146,117.0443650518202,117.29129409201391,1138891.0
2017-06-06,125.19,125.45,124.02,124.03,1277672.0,0.0,1.0,118.20718972290469,118.45268752087543,117.10244963203642,117.1118918550353,1277672.0
2017-06-05,125.0,125.74,124.925,125.38,1052393.0,0.0,1.0,118.02778748592608,118.72651198784277,117.95697081343452,118.38659195988329,1052393.0
2017-06-02,125.33,125.8,124.99,125.15,1210828.0,0.0,1.0,118.33938084488894,118.78316532583601,118.01834526292721,118.1694208309092,1210828.0
2017-06-01,124.97,125.45,124.45,125.4,1429154.0,0.0,1.0,117.99946081692946,118.45268752087543,117.50846522098801,118.40547640588106,1429154.0
2017-05-31,123.87,124.96,123.535,124.85,2124394.0,0.0,1.0,116.96081628705332,117.99001859393059,116.64450181659103,117.88615414094296,2124394.0
2017-05-30,123.36,124.23,123.16,123.73,1139156.0,0.0,1.0,116.47926291411073,117.30073631501278,116.29041845413325,116.82862516506908,1139156.0
2017-05-26,123.59,123.92,123.34,123.66,925556.0,0.0,1.0,116.69643404308485,117.00802740204769,116.46037846811299,116.76252960407696,925556.0
2017-05-25,122.59,123.94,122.38,123.72,1849307.0,0.0,1.0,115.75221174319744,117.02691184804543,115.55392506022108,116.8191829420702,1849307.0
2017-05-24,121.77,122.166,121.57,122.05,1116659.0,0.0,1.0,114.97794945728975,115.35186148804517,114.78910499731226,115.24233170125822,1116659.0
2017-05-23,121.56,122.12,121.4,121.66,1128622.0,0.0,1.0,114.77966277431341,115.30842726225035,114.62858720633142,114.87408500430213,1128622.0
2017-05-22,120.83,122.13,120.68,121.65,1272551.0,0.0,1.0,114.09038049539559,115.31786948524922,113.94874715041249,114.86464278130327,1272551.0
2017-05-19,120.85,121.2,120.0,120.79,1573690.0,0.0,1.0,114.10926494139333,114.43974274635393,113.30667598648904,114.0526116034001,1573690.0
2017-05-18,120.13,121.87,119.75,120.88,2123477.0,0.0,1.0,113.4294248854744,115.0723716872785,113.0706204115172,114.13759161038996,2123477.0
2017-05-17,119.38,120.57,119.066,120.25,1399381.0,0.0,1.0,112.72125816055885,113.84488269742486,112.42477235839421,113.5427315614609,1399381.0
2017-05-16,120.27,120.67,119.76,119.93,1168694.0,0.0,1.0,113.56161600745864,113.9393049274136,113.08006263451607,113.24058042549693,1168694.0
2017-05-15,120.57,121.36,120.16,120.25,1170917.0,0.0,1.0,113.84488269742486,114.59081831433592,113.45775155447103,113.5427315614609,1170917.0
2017-05-12,120.15,120.98,120.021,120.59,1127477.0,0.0,1.0,113.44830933147216,114.23201384037871,113.32650465478667,113.86376714342262,1127477.0
2017-05-11,120.16,120.7399,119.69,120.54,1370787.0,0.0,1.0,113.45775155447103,114.00530606617575,113.01396707352394,113.81655602842825,1370787.0
2017-05-10,119.63,120.98,119.63,120.69,1448825.0,0.0,1.0,112.9573137355307,114.23201384037871,112.9573137355307,113.95818937341136,1448825.0
2017-05-09,120.93,121.16,119.8,119.95,1467555.0,0.0,1.0,114.18480272538434,114.40197385435843,113.11783152651155,113.25946487149467,1467555.0
2017-05-08,121.3,121.55,120.77,121.01,1390461.0,0.0,1.0,114.53416497634267,114.77022055131452,114.03372715740234,114.26034050937533,1390461.0
2017-05-05,121.02,121.32,120.6,121.3,1286323.0,0.0,1.0,114.2697827323742,114.55304942234042,113.87320936642148,114.53416497634267,1286323.0
2017-05-04,121.42,121.65,120.27,120.81,1035978.0,0.0,1.0,114.64747165232916,114.86464278130327,113.56161600745864,114.07149604939785,1035978.0
2017-05-03,120.1,121.11,120.1,120.81,841464.0,0.0,1.0,113.40109821647778,114.35476273936406,113.40109821647778,114.07149604939785,841464.0
2017-05-02,121.0,121.375,120.1101,120.36,1162987.0,0.0,1.0,114.25089828637645,114.60498164883423,113.41063486170665,113.6465960144485,1162987.0
2017-05-01,121.79,121.79,121.15,121.18,1660802.0,0.0,1.0,114.99683390328751,114.99683390328751,114.39253163135957,114.42085830035619,1660802.0
2017-04-28,122.17,122.36,121.51,121.66,1290210.0,0.0,1.0,115.35563837724472,115.53504061422332,114.73245165931904,114.87408500430213,1290210.0
2017-04-27,122.11,122.44,121.62,122.16,1658222.0,0.0,1.0,115.29898503925148,115.61057839821432,114.83631611230665,115.34619615424585,1658222.0
2017-04-26,121.46,122.99,121.4,122.01,2433209.0,0.0,1.0,114.68524054432466,116.12990066315238,114.62858720633142,115.20456280926274,2433209.0
2017-04-25,121.13,121.7,120.92,121.32,1763313.0,0.0,1.0,114.3736471853618,114.91185389629764,114.17536050238546,114.55304942234042,1763313.0
2017-04-24,120.96,121.38,119.76,120.57,1957578.0,0.0,1.0,114.21312939438094,114.60970276033366,113.08006263451607,113.84488269742486,1957578.0
2017-04-21,119.55,119.55,118.52,119.1,2100677.0,0.0,1.0,112.88177595153971,112.88177595153971,111.90922698265567,112.45687591659036,2100677.0
2017-04-20,118.06,119.41,117.3401,118.88,3559850.0,0.0,1.0,111.47488472470747,112.74958482955547,110.79513909101853,112.24914701061515,3559850.0
2017-04-19,121.26,121.41,119.95,120.4,1051487.0,0.0,1.0,114.49639608434718,114.63802942933029,113.25946487149467,113.68436490644402,1051487.0
2017-04-18,121.43,121.63,120.51,120.75,1086510.0,0.0,1.0,114.65691387532804,114.84575833530552,113.78822935943163,114.0148427114046,1086510.0
2017-04-17,121.22,121.94,120.74,121.92,874413.0,0.0,1.0,114.45862719235168,115.13846724827062,114.00540048840573,115.11958280227287,874413.0
2017-04-13,121.15,121.44,120.36,120.53,1062320.0,0.0,1.0,114.39253163135957,114.66635609832692,113.6465960144485,113.80711380542937,1062320.0
2017-04-12,121.07,121.63,120.52,121.46,1352865.0,0.0,1.0,114.31699384736856,114.84575833530552,113.7976715824305,114.68524054432466,1352865.0
2017-04-11,120.67,121.37,120.38,121.19,1262552.0,0.0,1.0,113.9393049274136,114.60026053733479,113.66548046044625,114.43030052335506,1262552.0
2017-04-10,120.03,121.42,120.01,121.11,997568.0,0.0,1.0,113.33500265548567,114.64747165232916,113.31611820948793,114.35476273936406,997568.0
